timestamp,phase,raw_x,raw_y,fidelity_x,fidelity_y,phase_cond_x,phase_cond_y
0.0,IDLE,0.683238,0.369534,0.683238,0.369534,0.683238,0.369534
4.0,IDLE,0.755233,0.142708,0.7437681674964358,0.17882887085844099,0.7408754107113449,0.1879427322451348
8.0,IDLE,0.755233,0.142708,0.7817442138931237,0.05918230234708449,0.770892162943978,0.09337255595623664
12.0,IDLE,0.742748,0.061999,0.7496791809140767,0.050971455142704805,0.7554408276456581,0.048207198285140765
16.0,IDLE,0.742748,0.061999,0.7559052297819184,-0.018160702287953162,0.7730328523429701,-0.0328624891204221
20.0,IDLE,0.367188,0.896549,0.4036338241143754,0.8057589313646942,0.507381320305264,0.5619945033927743
24.0,IDLE,0.427276,0.283227,0.3853776697252349,0.48178367868364425,0.4472852182934573,0.4503382017506177
28.0,IDLE,0.729166,0.296835,0.6326740275919832,0.3256951458403544,0.5437614117413125,0.39733930954936225
32.0,REACH,0.729166,0.296835,0.7603979555990521,0.2053699794006846,0.5286174030523036,0.4048476111176231
36.0,ALIGN,0.324905,0.815899,0.3762336909550442,0.7492927071283557,0.3389035505981354,0.7859416026038539
40.0,INSERT,0.38861,0.291758,0.3607283628979527,0.44058523095664065,0.3678197833949152,0.3803045018233555
44.0,ROTATE,0.435112,0.03566,0.40563353160995375,0.10398546851613993,0.41171363410724593,0.06743101144109721
48.0,WITHDRAW,0.390276,0.32726,0.3958228663881388,0.21692258139934173,0.40633728984748935,0.11712292782939593
52.0,IDLE,0.371863,0.318661,0.3767935253249576,0.2889595563276471,0.38979098800858497,0.17921902720476499
56.0,IDLE,0.395621,0.4634,0.388196613862544,0.43072408635180315,0.38971990658280387,0.38221919993903103
60.0,REACH,0.68602,0.489518,0.6167487253389355,0.4994271125380769,0.6442405015640114,0.49064683363087347
64.0,ALIGN,0.731273,0.669898,0.7377993946887101,0.6489429401220906,0.7310707919679721,0.6632073834550203
68.0,INSERT,0.43283,0.576313,0.5345442813670165,0.6222521846177546,0.48440049730245177,0.6095174216855446
72.0,ROTATE,0.842846,0.180079,0.7526375767136642,0.29081203430210023,0.6784704393667986,0.32585651155320333
76.0,WITHDRAW,0.732438,0.228174,0.7619766450676955,0.19746922506879594,0.7238024607688457,0.21058661259738337
80.0,IDLE,0.732438,0.228174,0.808060786214809,0.06593071703628733,0.7620298632152689,0.08084724247411817
84.0,IDLE,0.664168,0.654126,0.681708793785125,0.5876721301361096,0.6873498783380478,0.534371656221567
88.0,IDLE,0.379,0.253843,0.44131849161414105,0.370399015762398,0.4817989064196957,0.4033990419916845
92.0,IDLE,0.772816,0.15216,0.6593290007293063,0.18837070822042512,0.6044999819518011,0.28982331715190046
96.0,IDLE,0.394808,0.344912,0.47428513734941696,0.2767246332129131,0.49137343812225687,0.3195897100790103
100.0,IDLE,0.673286,0.10389,0.6068345655220636,0.14494341728324597,0.5452157435945402,0.232055206421109
104.0,IDLE,0.564903,0.205249,0.5863280911246129,0.17226902257220883,0.5398440998198668,0.21468161373394581
108.0,IDLE,0.649858,0.129491,0.636417752803869,0.13629685399498337,0.5719035434550389,0.1735804841695674
112.0,REACH,0.471134,0.592274,0.5176764152995716,0.47899938770665984,0.49761771815368333,0.46828207327983495
116.0,ALIGN,0.402584,0.144541,0.4152937960721323,0.2701792568222567,0.4104692456209329,0.18566038571662646
120.0,INSERT,0.358506,0.326507,0.35152783315492864,0.3010027673310348,0.3551954493007078,0.27705190403728464
124.0,ROTATE,0.419987,0.584769,0.3869739492158575,0.5180733641224156,0.37796930960636343,0.47942056332961197
128.0,WITHDRAW,0.721618,0.382643,0.6418967100240387,0.44579255456931405,0.5727126648447777,0.46328061180137947
132.0,IDLE,0.829555,0.152706,0.8220796705812239,0.22284395352841796,0.7525558684219542,0.30364518221954745
136.0,IDLE,0.360238,0.308681,0.5084803748386552,0.2567768421053692,0.5387072498129923,0.26607931692706327
140.0,REACH,0.228856,0.636088,0.2641013267849206,0.5400412125833034,0.2685876059998816,0.5735170156398086
144.0,ALIGN,0.228856,0.636088,0.06356625460169801,0.7038266786483126,0.15966595520565505,0.6270934156144939
148.0,INSERT,0.692779,0.273128,0.616167404245369,0.32801742304188675,0.6767089264610722,0.28332873680083975
152.0,ROTATE,0.719621,0.602645,0.7296614619058396,0.5193899714041378,0.7694860845918226,0.451973271767642
156.0,WITHDRAW,0.370147,0.384866,0.48302613850766757,0.4347974720445783,0.5851093921302692,0.42028016303006205
160.0,IDLE,0.731381,0.670744,0.6488395656926205,0.6106652555643728,0.6677819950059423,0.5658351545771426
164.0,IDLE,0.470236,0.2855,0.5265310550313226,0.3849670406027857,0.5555033215904204,0.41450988573290193
168.0,IDLE,0.702857,0.285165,0.6493803170781326,0.2847796970602378,0.6374764067286243,0.3310000253885038
172.0,IDLE,0.896414,0.931659,0.8517217687793383,0.7565151135586838,0.7831638969905644,0.6348631102643129
176.0,IDLE,0.404113,0.308862,0.5433635007784149,0.47321887370613447,0.6296860921640803,0.5102349655182856
