timestamp,phase,raw_x,raw_y,fidelity_x,fidelity_y,phase_cond_x,phase_cond_y
0.0,IDLE,0.581771,0.180749,0.581771,0.180749,0.581771,0.180749
4.0,IDLE,0.800377,0.18481,0.7655651217546474,0.18416330669078443,0.7567815397036497,0.18400013584136082
8.0,IDLE,0.800377,0.18481,0.8808757905315672,0.18630540995374645,0.8479245654494234,0.18569328162671708
12.0,IDLE,0.64298,0.174504,0.6747854564107902,0.17575958236589315,0.7075970843709496,0.1773154143373195
16.0,IDLE,0.679274,0.672399,0.6711947201680741,0.556495017441035,0.7036878124304886,0.45692322361826065
20.0,IDLE,0.530587,0.188106,0.559862297936443,0.3261109739734402,0.6325876419720788,0.36391907390659695
24.0,IDLE,0.530587,0.188106,0.48463476720788007,0.2659268930480602,0.6328918114145479,0.393990781812392
28.0,IDLE,0.702449,0.256327,0.6757372174280372,0.25171607419910164,0.6700201172476679,0.33487194427521644
32.0,REACH,0.588111,0.135207,0.61937548421026,0.15313993043013796,0.6092811957314934,0.18509585289119723
36.0,ALIGN,0.326542,0.703771,0.391086584946334,0.5586413537997645,0.35650237738706514,0.6452006262978915
40.0,INSERT,0.326542,0.703771,0.2423931850780045,0.7851708823773077,0.14547151673044645,1.023691157951727
44.0,ROTATE,0.326542,0.703771,0.09369978520967498,1.0117004109548509,-0.06555934392617224,1.4021816896055623
48.0,WITHDRAW,0.322048,0.369187,0.30610338163435924,0.4059377391107035,0.2945719216713346,0.433970834713832
52.0,IDLE,0.322048,0.369187,0.28635896413840944,0.3352528533269658,0.25766730085199474,0.40190184597241035
56.0,IDLE,0.697613,0.353104,0.6586122061756423,0.3450924270558884,0.6182193973628285,0.35588928541967224
60.0,IDLE,0.795684,0.215797,0.8015491185525628,0.23770265850414674,0.7850057976012509,0.2513744005383922
64.0,IDLE,0.378531,0.753601,0.5107615738115487,0.61671493523038,0.6312627538333446,0.4994781749737913
68.0,IDLE,0.569533,0.091197,0.5266345473814279,0.26134382865770867,0.6358547255367226,0.314955917667694
72.0,IDLE,0.569533,0.091197,0.4886029482364379,0.11977279033302624,0.6872263749577613,0.2882608274058475
76.0,IDLE,0.40242,0.207775,0.4068539736104702,0.18663495423862947,0.5517420993616999,0.23166753673376672
80.0,IDLE,0.816936,0.18268,0.70856106867232,0.17306493742537454,0.6802271606523616,0.19126154924452482
84.0,REACH,0.816936,0.18268,0.8660867282275586,0.14670309221128985,0.7163066293073699,0.156656087511016
88.0,REACH,0.816936,0.18268,1.0236123877827972,0.12034124699720516,0.7523860979623782,0.1220506257775072
92.0,ALIGN,0.37006,0.749754,0.4040251391879084,0.7222924313168965,0.37993931363981487,0.734115688182764
96.0,INSERT,0.609389,0.654706,0.5342478451370112,0.7160464458792393,0.563603904238193,0.697191340717933
100.0,ROTATE,0.841533,0.101318,0.7791137622052667,0.25753365545538365,0.7894141629183663,0.2870886965392598
104.0,WITHDRAW,0.394354,0.247294,0.5211919941315477,0.18888048783409592,0.609913728419542,0.18039393794435216
108.0,IDLE,0.516945,0.18448,0.4953009000824288,0.152207757182791,0.5611334615528561,0.11373798331508109
112.0,REACH,0.374229,0.319386,0.390169062795204,0.2621697797040827,0.3898637924147494,0.2889535969569825
116.0,ALIGN,0.405954,0.415556,0.3822746942020282,0.38869088068735325,0.39466235130491567,0.4077581725859051
120.0,INSERT,0.621767,0.363641,0.5569072895099998,0.39132215601882725,0.5886981640151004,0.383516157184863
124.0,ROTATE,0.343303,0.297098,0.4153589755225703,0.32785776869085037,0.4658227025888344,0.33093545368002586
128.0,WITHDRAW,0.548881,0.266918,0.5054355523196192,0.27529160176953926,0.51365660035003,0.28513773873458165
132.0,IDLE,0.143585,0.846362,0.23680550608472878,0.7026896274428471,0.3063519050446102,0.598606337077245
136.0,IDLE,0.342443,0.242143,0.28192441810529717,0.4083076363586332,0.2754359283985365,0.4402716233359955
140.0,IDLE,0.578961,0.048416,0.5023005804178705,0.11219319404624323,0.4202575104578876,0.22277867277197733
144.0,IDLE,0.578961,0.048416,0.6273138121325461,-0.10458460801928926,0.4041073426070268,0.18214046331104677
148.0,IDLE,0.34444,0.539313,0.3821006919916878,0.4598458239448447,0.3593404744210687,0.40310082904345806
152.0,IDLE,0.739326,0.066467,0.6460606049707193,0.19073356968890026,0.5412484627881318,0.24195703018190767
156.0,IDLE,0.716309,0.391421,0.7324713542988728,0.32075373109930194,0.6300108349389361,0.29726900452920346
160.0,IDLE,0.381478,0.383961,0.48757891233177175,0.3792432369575614,0.5501521235560928,0.33070758101717784
164.0,IDLE,0.633985,0.096591,0.5736368710402029,0.17491542186915254,0.5891475261929813,0.2424108709206018
168.0,IDLE,0.947304,0.749594,0.8622813499998512,0.5900472822275505,0.7370207489431083,0.42733187173539505
172.0,IDLE,0.277863,0.518942,0.45761691178344,0.5863303948734451,0.5903426276127692,0.4811605706554665
176.0,IDLE,0.450166,0.303708,0.4094924208625191,0.38869267987020273,0.5375969911612005,0.43531412992604607
