timestamp,phase,raw_x,raw_y,fidelity_x,fidelity_y,phase_cond_x,phase_cond_y
0.0,IDLE,0.671347,0.04173,0.671347,0.04173,0.671347,0.04173
4.0,IDLE,0.671347,0.04173,0.671347,0.04173,0.671347,0.04173
8.0,IDLE,0.671347,0.04173,0.671347,0.04173,0.671347,0.04173
12.0,IDLE,0.762822,0.195022,0.7601054043423591,0.19046958260124514,0.7577337086899854,0.18649514182569266
16.0,IDLE,0.577754,0.705353,0.6266742765055998,0.5978750347922921,0.6576442670753819,0.5152979405983499
20.0,IDLE,0.436189,0.29085,0.46339814448749944,0.4207029122336315,0.547666470640512,0.459228768552452
24.0,IDLE,0.777332,0.27731,0.6756969269702361,0.3065562654240741,0.6305316906975367,0.42059814641038057
28.0,IDLE,0.777332,0.27731,0.7587404241618589,0.2296038102296622,0.6268325950966478,0.4664608090225627
32.0,REACH,0.469012,0.553912,0.503284475798818,0.5170202842998468,0.4989532222072394,0.5458325862054927
36.0,ALIGN,0.453724,0.240937,0.44832552598773845,0.3258707528635888,0.45538602401716877,0.27931726483023395
40.0,INSERT,0.398012,0.3193,0.39526725288672004,0.3026870371857822,0.4001735423499767,0.2860519814493181
44.0,ROTATE,0.387782,0.301015,0.3764244116656878,0.29127176856332265,0.37515942485362785,0.2759367910580989
48.0,WITHDRAW,0.342853,0.455839,0.34296745477142504,0.4118679558637609,0.3407591894320884,0.36794816599493724
52.0,IDLE,0.647815,0.432307,0.5686088538452811,0.44290078155023294,0.5041658202836172,0.4136337706421075
56.0,IDLE,0.414008,0.688672,0.4799945220944382,0.6414503367709382,0.4856024269405771,0.613761264201951
60.0,IDLE,0.254564,0.826986,0.3058501769649711,0.8162723119075073,0.36757342360159456,0.790421733861604
64.0,IDLE,0.352522,0.270609,0.31573427574011903,0.43628890348271976,0.35794267985753314,0.5775212416472273
68.0,IDLE,0.756448,0.620247,0.6447864681631933,0.5364082596126007,0.5453240236431847,0.6189607575127317
72.0,IDLE,0.620257,0.516155,0.6705543076305928,0.5199223614663663,0.6019211449060567,0.596897583827345
76.0,IDLE,0.788525,0.335963,0.7815818327673535,0.37629864994820666,0.7054646192887011,0.5051142013752296
80.0,IDLE,0.292677,0.52301,0.4312126010556978,0.4667427547351548,0.5778758486257471,0.5118520398192775
84.0,IDLE,0.414436,0.393089,0.37665432510164254,0.4151366347478678,0.524720993120304,0.4665591115015065
88.0,IDLE,0.377142,0.30903,0.3532336862243527,0.3282248228144401,0.4684132547343996,0.40024168375146013
92.0,IDLE,0.663564,0.655289,0.5784008100783282,0.5638921936837396,0.5352474105235263,0.48380152262401577
96.0,IDLE,0.394076,0.311868,0.4651956909580282,0.3994924254233579,0.48486424244477877,0.41932033101561567
100.0,IDLE,0.202984,0.821351,0.2586229048994604,0.709533729011739,0.37226589542320065,0.565119916400656
104.0,IDLE,0.714281,0.189329,0.5753417829949788,0.35125954502114254,0.4836993023730695,0.4357380817700444
108.0,IDLE,0.242482,0.473488,0.3541789575598958,0.4081050002727277,0.3921245954675141,0.44274338491883797
112.0,REACH,0.365364,0.230276,0.3434809900369563,0.2662023537398855,0.36721039442090325,0.28887203037759523
116.0,ALIGN,0.78853,0.115863,0.6753744258975742,0.1283104180143299,0.7402895161588412,0.13011909317810116
120.0,INSERT,0.680191,0.074116,0.7238431155679091,0.05813417392525056,0.72970038736246,0.06287609185074897
124.0,ROTATE,0.73961,0.24111,0.7599942100600071,0.1771406441682739,0.7665801288906243,0.1521237594722844
128.0,WITHDRAW,0.649286,0.063057,0.6896349176394091,0.09902416345559832,0.7235733316271982,0.10059594001198194
132.0,IDLE,0.670102,0.342919,0.6699535276171416,0.27795706987644875,0.6999169310104593,0.23268453697207003
136.0,IDLE,0.576539,0.813821,0.5937707925929507,0.7112617985568757,0.6105859779324614,0.6621412228145181
140.0,REACH,0.230117,0.726374,0.30249131489228,0.7944620853237658,0.2753491126104141,0.7542717826035451
144.0,ALIGN,0.436822,0.86542,0.3581986123603562,0.8881326186517189,0.4051805418144124,0.8749336513524888
148.0,INSERT,0.418921,0.635253,0.3948311507213753,0.7230664501838844,0.4270348915855776,0.6857985283419996
152.0,ROTATE,0.418921,0.635253,0.40149674410638364,0.6672371972059739,0.46542669107952345,0.5996835313525428
156.0,WITHDRAW,0.479009,0.814948,0.47246764399556496,0.7961549063125588,0.4839937062401618,0.7543950394880473
160.0,IDLE,0.698247,0.592391,0.6543990486152534,0.6463511360628373,0.62393050760163,0.6597023367379519
164.0,IDLE,0.746823,0.336926,0.754058517610349,0.39063218332743876,0.7457057105829377,0.41609929862088146
168.0,IDLE,0.44464,0.339268,0.5416153091171152,0.3072237098718074,0.6087680857886895,0.30759492005644173
172.0,IDLE,0.393438,0.603985,0.40682670135018456,0.5057742195213897,0.5067069394748746,0.40173634860199126
176.0,IDLE,0.436864,0.602243,0.40217487127436985,0.5974179090049039,0.46889371693545256,0.45988586744831206
